444,4.53E-06,4.79E-06,5.36E-06,5.96E-06,7.14E-06,8.29E-06,9.72E-06,1.09E-05,1.31E-05,4.87E-06,5.04E-06,5.58E-06,6.57E-06,7.61E-06,9.30E-06,1.08E-05,1.28E-05,1.47E-05,4.97E-06,1.49E-05,3.27E-05,6.05E-05,0.000100023,0.000152392,0.000218189,0.000298175,0.000386821
445,4.55E-06,4.80E-06,5.39E-06,6.14E-06,7.30E-06,8.47E-06,9.80E-06,1.12E-05,1.32E-05,4.86E-06,5.08E-06,5.64E-06,6.69E-06,7.76E-06,9.37E-06,1.11E-05,1.33E-05,1.53E-05,4.96E-06,1.50E-05,3.29E-05,6.10E-05,0.000100921,0.000153852,0.000220255,0.000301226,0.000390588
446,4.56E-06,4.79E-06,5.41E-06,6.30E-06,7.43E-06,8.61E-06,9.83E-06,1.15E-05,1.33E-05,4.83E-06,5.11E-06,5.68E-06,6.78E-06,7.89E-06,9.42E-06,1.15E-05,1.37E-05,1.58E-05,4.94E-06,1.51E-05,3.30E-05,6.12E-05,0.000101498,0.00015487,0.000221701,0.000303412,0.000393274
447,4.55E-06,4.78E-06,5.42E-06,6.43E-06,7.50E-06,8.70E-06,9.84E-06,1.17E-05,1.33E-05,4.80E-06,5.13E-06,5.71E-06,6.84E-06,8.01E-06,9.50E-06,1.18E-05,1.41E-05,1.63E-05,4.93E-06,1.51E-05,3.31E-05,6.13E-05,0.000101842,0.000155547,0.000222679,0.000304873,0.000395084
448,4.54E-06,4.76E-06,5.41E-06,6.49E-06,7.49E-06,8.68E-06,9.80E-06,1.18E-05,1.31E-05,4.80E-06,5.15E-06,5.72E-06,6.86E-06,8.12E-06,9.62E-06,1.21E-05,1.43E-05,1.67E-05,4.93E-06,1.51E-05,3.31E-05,6.14E-05,0.00010198,0.000155886,0.000223201,0.000305567,0.000395986
449,4.52E-06,4.74E-06,5.41E-06,6.48E-06,7.40E-06,8.58E-06,9.76E-06,1.18E-05,1.30E-05,4.83E-06,5.17E-06,5.72E-06,6.86E-06,8.21E-06,9.78E-06,1.23E-05,1.44E-05,1.69E-05,4.96E-06,1.51E-05,3.30E-05,6.14E-05,0.000101945,0.000155917,0.000223303,0.000305557,0.000396046
450,4.51E-06,4.72E-06,5.40E-06,6.42E-06,7.27E-06,8.45E-06,9.72E-06,1.18E-05,1.29E-05,4.85E-06,5.19E-06,5.72E-06,6.84E-06,8.28E-06,9.97E-06,1.25E-05,1.45E-05,1.71E-05,4.99E-06,1.51E-05,3.29E-05,6.13E-05,0.000101778,0.000155689,0.000223035,0.000304969,0.000395392
451,4.50E-06,4.70E-06,5.39E-06,6.34E-06,7.12E-06,8.32E-06,9.71E-06,1.17E-05,1.28E-05,4.86E-06,5.20E-06,5.73E-06,6.82E-06,8.34E-06,1.02E-05,1.26E-05,1.46E-05,1.72E-05,5.00E-06,1.51E-05,3.28E-05,6.12E-05,0.000101506,0.000155227,0.000222415,0.000303888,0.000394099
452,4.51E-06,4.68E-06,5.38E-06,6.26E-06,7.00E-06,8.25E-06,9.75E-06,1.16E-05,1.28E-05,4.84E-06,5.20E-06,5.76E-06,6.82E-06,8.39E-06,1.03E-05,1.28E-05,1.48E-05,1.74E-05,4.99E-06,1.50E-05,3.27E-05,6.11E-05,0.000101182,0.000154601,0.000221523,0.000302481,0.000392348
453,4.54E-06,4.66E-06,5.38E-06,6.18E-06,6.91E-06,8.25E-06,9.86E-06,1.16E-05,1.29E-05,4.78E-06,5.19E-06,5.81E-06,6.84E-06,8.44E-06,1.05E-05,1.30E-05,1.51E-05,1.77E-05,4.96E-06,1.50E-05,3.27E-05,6.09E-05,0.000100823,0.000153838,0.000220388,0.000300826,0.000390219
